HH_ID,repeat_instance,collection_date,village,total_num_mosq_in_hh,abdominal_status,species_type,collection_week,collection_month_year_combo,sample_id_mosquito,sample_id_head,HbtubCT1_h,HbtubCT2_h,pfr364CT1_h,pfr364CT2_h,pfr364Q1_h,pfr364Q2_h,pf_pcr_infection_status_sample_level_h,pfr364Q_combined_h,hb_status_sample_level_h,sample_id_abdomen,HbtubCT1_a,HbtubCT2_a,pfr364CT1_a,pfr364CT2_a,pfr364Q1_a,pfr364Q2_a,pf_pcr_infection_status_sample_level_a,pfr364Q_combined_a,hb_status_sample_level_a,pf_infection_status_mosquito_level,hb_status_mosquito_level
K03,9,2018-05-28,Kinesamo,2,Unfed,An. gambiae,22,5-2018,K03 00017,K03 H00017,35.073,35.246,NA,NA,NA,NA,negative,NA,positive,K03 A00017,NA,NA,NA,NA,NA,NA,negative,NA,negative,negative,positive
K03,9,2018-05-28,Kinesamo,2,Blood Fed,An. gambiae,22,5-2018,K03 00018,K03 H00018,NA,NA,NA,NA,NA,NA,negative,NA,negative,K03 A00018,35.355,35.725,NA,NA,NA,NA,negative,NA,positive,negative,positive
K13,15,2018-05-28,Kinesamo,2,Blood Fed,An. gambiae,22,5-2018,K13 00027,K13 H00027,34.305,38.859,NA,NA,NA,NA,negative,NA,positive,K13 A00027,37.19,33.898,NA,NA,NA,NA,negative,NA,positive,negative,positive
K13,15,2018-05-28,Kinesamo,2,Half Gravid,An. gambiae,22,5-2018,K13 00028,K13 H00028,NA,NA,NA,NA,NA,NA,negative,NA,negative,K13 A00028,NA,NA,NA,NA,NA,NA,negative,NA,negative,negative,negative
K02,9,2018-05-28,Kinesamo,1,Gravid,An. gambiae,22,5-2018,K02 00010,K02 H00010,NA,NA,NA,NA,NA,NA,negative,NA,negative,K02 A00010,NA,NA,NA,NA,NA,NA,negative,NA,negative,negative,negative
K07,11,2018-05-28,Kinesamo,7,Blood Fed,An. gambiae,22,5-2018,K07 00028,K07 H00028,NA,NA,NA,NA,NA,NA,negative,NA,negative,K07 A00028,34.008,34.416,NA,NA,NA,NA,negative,NA,positive,negative,positive
K07,11,2018-05-28,Kinesamo,7,Unfed,An. gambiae,22,5-2018,K07 00029,K07 H00029,NA,NA,NA,NA,NA,NA,negative,NA,negative,K07 A00029,NA,35.59,NA,NA,NA,NA,negative,NA,positive,negative,positive
K07,11,2018-05-28,Kinesamo,7,Unfed,Un-identified,22,5-2018,K07 00030,K07 H00030,NA,NA,NA,NA,NA,NA,negative,NA,negative,K07 A00030,NA,38.87,NA,NA,NA,NA,negative,NA,positive,negative,positive
K07,11,2018-05-28,Kinesamo,7,Unfed,An. gambiae,22,5-2018,K07 00031,K07 H00031,NA,NA,NA,NA,NA,NA,negative,NA,negative,K07 A00031,NA,NA,NA,NA,NA,NA,negative,NA,negative,negative,negative
K07,11,2018-05-28,Kinesamo,7,Gravid,An. gambiae,22,5-2018,K07 00032,K07 H00032,NA,NA,NA,NA,NA,NA,negative,NA,negative,K07 A00032,NA,NA,NA,NA,NA,NA,negative,NA,negative,negative,negative
K07,11,2018-05-28,Kinesamo,7,Unfed,An. gambiae,22,5-2018,K07 00033,K07 H00033,NA,NA,NA,NA,NA,NA,negative,NA,negative,K07 A00033,NA,NA,NA,NA,NA,NA,negative,NA,negative,negative,negative
K07,11,2018-05-28,Kinesamo,7,Unfed,Un-identified,22,5-2018,K07 00034,K07 H00034,NA,NA,NA,NA,NA,NA,negative,NA,negative,K07 A00034,NA,NA,NA,NA,NA,NA,negative,NA,negative,negative,negative
M01,26,2018-05-29,Maruti,1,Blood Fed,An. gambiae,22,5-2018,M01 00066,M01 H00066,NA,35.756,NA,NA,NA,NA,negative,NA,positive,M01 A00066,35.695,35.498,NA,NA,NA,NA,negative,NA,positive,negative,positive
M16,16,2018-05-29,Maruti,2,Unfed,An. gambiae,22,5-2018,M16 00037,M16 H00037,NA,NA,NA,NA,NA,NA,negative,NA,negative,M16 A00037,NA,38.111,NA,NA,NA,NA,negative,NA,positive,negative,positive
M16,16,2018-05-29,Maruti,2,Blood Fed,An. gambiae,22,5-2018,M16 00038,M16 H00038,32.371,33.931,NA,NA,NA,NA,negative,NA,positive,M16 A00038,31.324,30.672,NA,NA,NA,NA,negative,NA,positive,negative,positive
M09,23,2018-05-29,Maruti,1,Gravid,An. gambiae,22,5-2018,M09 00116,M09 H00116,NA,35.69,NA,NA,NA,NA,negative,NA,positive,M09 A00116,NA,NA,NA,NA,NA,NA,negative,NA,negative,negative,positive
M07,26,2018-05-29,Maruti,1,Half Gravid,An. funestus,22,5-2018,M07 00190,M07 H00190,NA,NA,NA,NA,NA,NA,negative,NA,negative,M07 A00190,NA,NA,NA,NA,NA,NA,negative,NA,negative,negative,negative
M12,8,2018-05-29,Maruti,2,Half Gravid,An. gambiae,22,5-2018,M12 00013,M12 H00013,NA,NA,NA,NA,NA,NA,negative,NA,negative,M12 A00013,32.345,31.715,NA,35.732,NA,1.9e-5,positive,1.9e-5,positive,positive,positive
M12,8,2018-05-29,Maruti,2,Unfed,An. gambiae,22,5-2018,M12 00014,M12 H00014,NA,NA,NA,NA,NA,NA,negative,NA,negative,M12 A00014,NA,NA,NA,NA,NA,NA,negative,NA,negative,negative,negative
M14,18,2018-05-29,Maruti,2,Half Gravid,An. gambiae,22,5-2018,M14 00068,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,M14 A00068,NA,NA,NA,NA,NA,NA,negative,NA,negative,negative,negative
M14,18,2018-05-29,Maruti,2,Half Gravid,An. gambiae,22,5-2018,M14 00069,M14 H00069,NA,NA,NA,NA,NA,NA,negative,NA,negative,M14 A00069,35.289,34.734,NA,NA,NA,NA,negative,NA,positive,negative,positive
M15,20,2018-05-29,Maruti,8,Blood Fed,An. gambiae,22,5-2018,M15 00072,M15 H00072,34.777,37.178,NA,NA,NA,NA,negative,NA,positive,M15 A00072,35.706,34.55,NA,NA,NA,NA,negative,NA,positive,negative,positive
M15,20,2018-05-29,Maruti,8,Blood Fed,An. gambiae,22,5-2018,M15 00074,M15 H00074,35.698,34.218,NA,NA,NA,NA,negative,NA,positive,M15 A00074,37.257,NA,NA,NA,NA,NA,negative,NA,positive,negative,positive
M15,20,2018-05-29,Maruti,8,Half Gravid,An. gambiae,22,5-2018,M15 00075,M15 H00075,35.665,38.486,NA,NA,NA,NA,negative,NA,positive,M15 A00075,NA,NA,NA,NA,NA,NA,negative,NA,negative,negative,positive
M15,20,2018-05-29,Maruti,8,Half Gravid,Un-identified,22,5-2018,M15 00076,M15 H00076,NA,NA,NA,NA,NA,NA,negative,NA,negative,M15 A00076,NA,NA,NA,NA,NA,NA,negative,NA,negative,negative,negative
M15,20,2018-05-29,Maruti,8,Gravid,An. gambiae,22,5-2018,M15 00077,M15 H00077,NA,NA,NA,NA,NA,NA,negative,NA,negative,M15 A00077,NA,NA,NA,NA,NA,NA,negative,NA,negative,negative,negative
M15,20,2018-05-29,Maruti,8,Blood Fed,An. gambiae,22,5-2018,M15 00078,M15 H00078,35.694,35.747,NA,NA,NA,NA,negative,NA,positive,M15 A00078,37.692,37.555,NA,NA,NA,NA,negative,NA,positive,negative,positive
M15,20,2018-05-29,Maruti,8,Unfed,An. gambiae,22,5-2018,M15 00079,M15 H00079,35.759,34.163,36.393,NA,3e-6,NA,positive,3e-6,positive,M15 A00079,NA,NA,NA,NA,NA,NA,negative,NA,negative,positive,positive
M15,20,2018-05-29,Maruti,8,Half Gravid,An. gambiae,22,5-2018,M15 00080,M15 H00080,33.908,34.345,NA,NA,NA,NA,negative,NA,positive,M15 A00080,37.338,34.317,NA,NA,NA,NA,negative,NA,positive,negative,positive
S01,17,2018-05-30,Sitabicha,5,Half Gravid,An. gambiae,22,5-2018,S01 00031,S01 H00031,32.978,35.236,NA,NA,NA,NA,negative,NA,positive,S01 A00031,34.392,33.343,NA,NA,NA,NA,negative,NA,positive,negative,positive
S01,17,2018-05-30,Sitabicha,5,Blood Fed,An. gambiae,22,5-2018,S01 00032,S01 H00032,30.452,NA,29.455,NA,3.51e-4,NA,positive,3.51e-4,positive,S01 A00032,33.304,33.636,35.282,36.578,2.3e-5,1.3e-5,positive,1.8e-5,positive,positive,positive
S01,17,2018-05-30,Sitabicha,5,Blood Fed,An. funestus,22,5-2018,S01 00033,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,S01 A00033,29.916,NA,NA,NA,NA,NA,negative,NA,positive,negative,positive
S01,17,2018-05-30,Sitabicha,5,Blood Fed,An. gambiae,22,5-2018,S01 00034,S01 H00034,31.136,36.187,NA,NA,NA,NA,negative,NA,positive,S01 A00034,32.17,NA,NA,NA,NA,NA,negative,NA,positive,negative,positive
S01,17,2018-05-30,Sitabicha,5,Half Gravid,An. gambiae,22,5-2018,S01 00035,S01 H00035,32.201,31.669,NA,NA,NA,NA,negative,NA,positive,S01 A00035,34.214,32.728,NA,NA,NA,NA,negative,NA,positive,negative,positive
S07,7,2018-05-30,Sitabicha,1,Unfed,An. gambiae,22,5-2018,S07 00009,S07 H00009,NA,NA,NA,NA,NA,NA,negative,NA,negative,S07 A00009,33.29,39.251,NA,NA,NA,NA,negative,NA,positive,negative,positive
S05,12,2018-05-30,Sitabicha,2,Blood Fed,Un-identified,22,5-2018,S05 00018,S05 H00018,37.612,37.74,NA,NA,NA,NA,negative,NA,positive,S05 A00018,36.939,37.321,NA,NA,NA,NA,negative,NA,positive,negative,positive
S05,12,2018-05-30,Sitabicha,2,Blood Fed,An. gambiae,22,5-2018,S05 00019,S05 H00019,NA,NA,NA,NA,NA,NA,negative,NA,negative,S05 A00019,NA,NA,NA,NA,NA,NA,negative,NA,negative,negative,negative
S09,5,2018-05-30,Sitabicha,1,Gravid,An. gambiae,22,5-2018,S09 00007,S09 H00007,NA,NA,NA,NA,NA,NA,negative,NA,negative,S09 A00007,NA,NA,NA,NA,NA,NA,negative,NA,negative,negative,negative
K02,10,2018-06-04,Kinesamo,3,Half Gravid,An. gambiae,23,6-2018,K02 00011,K02 H00011,NA,39.164,NA,NA,NA,NA,negative,NA,positive,K02 A00011,NA,NA,NA,NA,NA,NA,negative,NA,negative,negative,positive
K02,10,2018-06-04,Kinesamo,3,Blood Fed,An. gambiae,23,6-2018,K02 00012,K02 H00012,33.065,33.788,NA,NA,NA,NA,negative,NA,positive,K02 A00012,36.872,NA,NA,NA,NA,NA,negative,NA,positive,negative,positive
K02,10,2018-06-04,Kinesamo,3,Unfed,An. gambiae,23,6-2018,K02 00013,K02 H00013,NA,NA,NA,NA,NA,NA,negative,NA,negative,K02 A00013,NA,NA,NA,NA,NA,NA,negative,NA,negative,negative,negative
K04,2,2018-06-04,Kinesamo,3,Unfed,An. gambiae,23,6-2018,K04 00007,K04 H00007,39.868,NA,NA,NA,NA,NA,negative,NA,positive,K04 A00007,NA,NA,NA,NA,NA,NA,negative,NA,negative,negative,positive
K04,2,2018-06-04,Kinesamo,3,Unfed,An. gambiae,23,6-2018,K04 00008,K04 H00008,NA,NA,NA,NA,NA,NA,negative,NA,negative,K04 A00008,33.861,38.051,NA,NA,NA,NA,negative,NA,positive,negative,positive
K04,2,2018-06-04,Kinesamo,3,Half Gravid,An. gambiae,23,6-2018,K04 00006,K04 H00006,NA,NA,NA,NA,NA,NA,negative,NA,negative,K04 A00006,NA,NA,NA,NA,NA,NA,negative,NA,negative,negative,negative
K11,8,2018-06-04,Kinesamo,2,Half Gravid,An. gambiae,23,6-2018,K11 00010,K11 H00010,NA,NA,NA,NA,NA,NA,negative,NA,negative,K11 A00010,NA,38,NA,NA,NA,NA,negative,NA,positive,negative,positive
K11,8,2018-06-04,Kinesamo,2,Half Gravid,An. gambiae,23,6-2018,K11 00011,K11 H00011,NA,NA,NA,NA,NA,NA,negative,NA,negative,K11 A00011,NA,NA,NA,NA,NA,NA,negative,NA,negative,negative,negative
K10,8,2018-06-04,Kinesamo,4,Half Gravid,An. gambiae,23,6-2018,K10 00013,K10 H00013,38.726,38.666,NA,NA,NA,NA,negative,NA,positive,K10 A00013,39.601,NA,NA,NA,NA,NA,negative,NA,positive,negative,positive
K10,8,2018-06-04,Kinesamo,4,Blood Fed,An. gambiae,23,6-2018,K10 00014,K10 H00014,34.638,33.561,NA,NA,NA,NA,negative,NA,positive,K10 A00014,34.29,32.922,NA,NA,NA,NA,negative,NA,positive,negative,positive
K10,8,2018-06-04,Kinesamo,4,Unfed,An. gambiae,23,6-2018,K10 00015,K10 H00015,NA,NA,NA,NA,NA,NA,negative,NA,negative,K10 A00015,NA,NA,NA,NA,NA,NA,negative,NA,negative,negative,negative
K10,8,2018-06-04,Kinesamo,4,Unfed,An. gambiae,23,6-2018,K10 00016,K10 H00016,NA,NA,NA,NA,NA,NA,negative,NA,negative,K10 A00016,NA,NA,NA,NA,NA,NA,negative,NA,negative,negative,negative
K07,12,2018-06-04,Kinesamo,2,Blood Fed,An. rufipes,23,6-2018,K07 00035,K07 H00035,NA,NA,NA,NA,NA,NA,negative,NA,negative,K07 A00035,NA,NA,NA,NA,NA,NA,negative,NA,negative,negative,negative
K07,12,2018-06-04,Kinesamo,2,Half Gravid,An. gambiae,23,6-2018,K07 00036,K07 H00036,NA,NA,NA,NA,NA,NA,negative,NA,negative,K07 A00036,38.596,37.435,NA,NA,NA,NA,negative,NA,positive,negative,positive
K13,16,2018-06-04,Kinesamo,1,Gravid,An. gambiae,23,6-2018,K13 00029,K13 H00029,NA,NA,NA,NA,NA,NA,negative,NA,negative,K13 A00029,NA,NA,NA,NA,NA,NA,negative,NA,negative,negative,negative
K09,10,2018-06-04,Kinesamo,4,Blood Fed,An. gambiae,23,6-2018,K09 00013,K09 H00013,34.406,35.41,NA,NA,NA,NA,negative,NA,positive,K09 A00013,38.269,38.483,NA,NA,NA,NA,negative,NA,positive,negative,positive
K09,10,2018-06-04,Kinesamo,4,Blood Fed,An. gambiae,23,6-2018,K09 00014,K09 H00014,39.187,NA,NA,NA,NA,NA,negative,NA,positive,K09 A00014,NA,38.673,NA,NA,NA,NA,negative,NA,positive,negative,positive
K09,10,2018-06-04,Kinesamo,4,Blood Fed,An. gambiae,23,6-2018,K09 00015,K09 H00015,39.361,37.379,NA,NA,NA,NA,negative,NA,positive,K09 A00015,NA,NA,NA,NA,NA,NA,negative,NA,negative,negative,positive
K09,10,2018-06-04,Kinesamo,4,Unfed,An. gambiae,23,6-2018,K09 00016,K09 H00016,NA,NA,NA,NA,NA,NA,negative,NA,negative,K09 A00016,NA,NA,NA,NA,NA,NA,negative,NA,negative,negative,negative
K12,7,2018-06-04,Kinesamo,1,Half Gravid,An. gambiae,23,6-2018,K12 00023,K12 H00023,NA,NA,NA,NA,NA,NA,negative,NA,negative,K12 A00023,NA,NA,NA,NA,NA,NA,negative,NA,negative,negative,negative
K01,19,2018-06-04,Kinesamo,1,Half Gravid,An. gambiae,23,6-2018,K01 00065,K01 H00065,NA,NA,NA,NA,NA,NA,negative,NA,negative,K01 A00065,NA,NA,NA,NA,NA,NA,negative,NA,negative,negative,negative
K03,10,2018-06-04,Kinesamo,2,Unfed,An. gambiae,23,6-2018,K03 00019,K03 H00019,NA,NA,NA,NA,NA,NA,negative,NA,negative,K03 A00019,NA,NA,NA,NA,NA,NA,negative,NA,negative,negative,negative
K03,10,2018-06-04,Kinesamo,2,Blood Fed,An. gambiae,23,6-2018,K03 00020,K03 H00020,37.299,37.92,NA,NA,NA,NA,negative,NA,positive,K03 A00020,32.745,32.933,NA,NA,NA,NA,negative,NA,positive,negative,positive
M03,19,2018-06-05,Maruti,1,Half Gravid,An. gambiae,23,6-2018,M03 00034,M03 H00034,NA,NA,NA,NA,NA,NA,negative,NA,negative,M03 A00034,NA,NA,NA,NA,NA,NA,negative,NA,negative,negative,negative
M16,17,2018-06-05,Maruti,1,Blood Fed,An. gambiae,23,6-2018,M16 00039,M16 H00039,NA,35.635,NA,NA,NA,NA,negative,NA,positive,M16 A00039,NA,NA,NA,NA,NA,NA,negative,NA,negative,negative,positive
M01,27,2018-06-05,Maruti,3,Half Gravid,An. gambiae,23,6-2018,M01 00067,M01 H00067,NA,NA,NA,NA,NA,NA,negative,NA,negative,M01 A00067,NA,NA,NA,NA,NA,NA,negative,NA,negative,negative,negative
M01,27,2018-06-05,Maruti,3,Half Gravid,An. gambiae,23,6-2018,M01 00068,M01 H00068,NA,NA,NA,NA,NA,NA,negative,NA,negative,M01 A00068,NA,NA,NA,NA,NA,NA,negative,NA,negative,negative,negative
M01,27,2018-06-05,Maruti,3,Blood Fed,An. gambiae,23,6-2018,M01 00069,M01 H00069,NA,NA,NA,NA,NA,NA,negative,NA,negative,M01 A00069,NA,35.845,NA,NA,NA,NA,negative,NA,positive,negative,positive
M14,19,2018-06-05,Maruti,1,Blood Fed,An. gambiae,23,6-2018,M14 00070,M14 H00070,NA,NA,31.758,31.23,1.77e-4,2.24e-4,positive,2.005e-4,negative,M14 A00070,35.699,34.615,29.495,29.928,4.92e-4,4.05e-4,positive,4.485e-4,positive,positive,positive
M12,9,2018-06-05,Maruti,1,Half Gravid,An. gambiae,23,6-2018,M12 00015,M12 H00015,NA,35.162,NA,NA,NA,NA,negative,NA,positive,M12 A00015,NA,NA,NA,NA,NA,NA,negative,NA,negative,negative,positive
M06,16,2018-06-05,Maruti,4,Blood Fed,An. gambiae,23,6-2018,M06 00055,M06 H00055,NA,NA,NA,NA,NA,NA,negative,NA,negative,M06 A00055,34.671,38.201,NA,NA,NA,NA,negative,NA,positive,negative,positive
M06,16,2018-06-05,Maruti,4,Blood Fed,An. gambiae,23,6-2018,M06 00056,M06 H00056,35.572,34.228,NA,NA,NA,NA,negative,NA,positive,M06 A00056,39.166,37.365,NA,NA,NA,NA,negative,NA,positive,negative,positive
M06,16,2018-06-05,Maruti,4,Half Gravid,An. gambiae,23,6-2018,M06 00057,M06 H00057,38.626,37.296,NA,NA,NA,NA,negative,NA,positive,M06 A00057,32.121,32.138,NA,NA,NA,NA,negative,NA,positive,negative,positive
M06,16,2018-06-05,Maruti,4,Unfed,Un-identified,23,6-2018,M06 00058,M06 H00058,NA,NA,NA,NA,NA,NA,negative,NA,negative,M06 A00058,NA,NA,NA,NA,NA,NA,negative,NA,negative,negative,negative
M05,18,2018-06-05,Maruti,1,Half Gravid,An. gambiae,23,6-2018,M05 00038,M05 H00038,NA,NA,NA,NA,NA,NA,negative,NA,negative,M05 A00038,NA,NA,NA,NA,NA,NA,negative,NA,negative,negative,negative
M15,21,2018-06-05,Maruti,8,Blood Fed,An. gambiae,23,6-2018,M15 00081,M15 H00081,37.025,36.849,NA,NA,NA,NA,negative,NA,positive,M15 A00081,36.236,36.971,NA,NA,NA,NA,negative,NA,positive,negative,positive
M15,21,2018-06-05,Maruti,8,Half Gravid,An. gambiae,23,6-2018,M15 00082,M15 H00082,38.688,38.029,NA,NA,NA,NA,negative,NA,positive,M15 A00082,NA,38.156,NA,NA,NA,NA,negative,NA,positive,negative,positive
M15,21,2018-06-05,Maruti,8,Gravid,An. gambiae,23,6-2018,M15 00083,M15 H00083,NA,NA,NA,NA,NA,NA,negative,NA,negative,M15 A00083,NA,NA,NA,NA,NA,NA,negative,NA,negative,negative,negative
M15,21,2018-06-05,Maruti,8,Half Gravid,An. gambiae,23,6-2018,M15 00084,M15 H00084,NA,NA,NA,NA,NA,NA,negative,NA,negative,M15 A00084,NA,NA,NA,NA,NA,NA,negative,NA,negative,negative,negative
M15,21,2018-06-05,Maruti,8,Blood Fed,An. gambiae,23,6-2018,M15 00085,M15 H00085,NA,39.777,NA,NA,NA,NA,negative,NA,positive,M15 A00085,34.574,34.035,NA,NA,NA,NA,negative,NA,positive,negative,positive
M15,21,2018-06-05,Maruti,8,Half Gravid,An. gambiae,23,6-2018,M15 00086,M15 H00086,NA,NA,NA,NA,NA,NA,negative,NA,negative,M15 A00086,NA,NA,36.488,37.13,3e-6,2e-6,positive,2.4999999999999998e-6,negative,positive,negative
M15,21,2018-06-05,Maruti,8,Blood Fed,An. gambiae,23,6-2018,M15 00087,M15 H00087,35.474,33.633,NA,NA,NA,NA,negative,NA,positive,M15 A00087,35.711,34.635,NA,NA,NA,NA,negative,NA,positive,negative,positive
M15,21,2018-06-05,Maruti,8,Half Gravid,An. gambiae,23,6-2018,M15 00088,M15 H00088,NA,NA,NA,NA,NA,NA,negative,NA,negative,M15 A00088,NA,NA,NA,NA,NA,NA,negative,NA,negative,negative,negative
S05,13,2018-06-06,Sitabicha,2,Half Gravid,An. gambiae,23,6-2018,S05 00020,S05 H00020,NA,35.57,NA,NA,NA,NA,negative,NA,positive,S05 A00020,NA,NA,NA,NA,NA,NA,negative,NA,negative,negative,positive
S05,13,2018-06-06,Sitabicha,2,Unfed,An. gambiae,23,6-2018,S05 00021,S05 H00021,NA,NA,NA,NA,NA,NA,negative,NA,negative,S05 A00021,NA,NA,NA,NA,NA,NA,negative,NA,negative,negative,negative
S01,18,2018-06-06,Sitabicha,6,Half Gravid,An. gambiae,23,6-2018,S01 00036,S01 H00036,NA,38.831,NA,NA,NA,NA,negative,NA,positive,S01 A00036,NA,NA,NA,36.676,NA,1.2e-5,positive,1.2e-5,negative,positive,positive
S01,18,2018-06-06,Sitabicha,6,Half Gravid,An. gambiae,23,6-2018,S01 00037,S01 H00037,NA,NA,NA,NA,NA,NA,negative,NA,negative,S01 A00037,NA,NA,NA,NA,NA,NA,negative,NA,negative,negative,negative
S01,18,2018-06-06,Sitabicha,6,Blood Fed,An. gambiae,23,6-2018,S01 00038,S01 H00038,NA,NA,NA,NA,NA,NA,negative,NA,negative,S01 A00038,NA,39.01,NA,NA,NA,NA,negative,NA,positive,negative,positive
S01,18,2018-06-06,Sitabicha,6,Half Gravid,An. gambiae,23,6-2018,S01 00039,S01 H00039,NA,NA,NA,NA,NA,NA,negative,NA,negative,S01 A00039,NA,NA,NA,NA,NA,NA,negative,NA,negative,negative,negative
S01,18,2018-06-06,Sitabicha,6,Half Gravid,An. gambiae,23,6-2018,S01 00040,S01 H00040,NA,NA,NA,NA,NA,NA,negative,NA,negative,S01 A00040,NA,NA,NA,NA,NA,NA,negative,NA,negative,negative,negative
S01,18,2018-06-06,Sitabicha,6,Half Gravid,An. gambiae,23,6-2018,S01 00041,S01 H00041,39.317,NA,NA,NA,NA,NA,negative,NA,positive,S01 A00041,NA,NA,NA,NA,NA,NA,negative,NA,negative,negative,positive
S11,5,2018-06-06,Sitabicha,1,Half Gravid,An. gambiae,23,6-2018,S11 00007,S11 H00007,NA,NA,NA,NA,NA,NA,negative,NA,negative,S11 A00007,NA,NA,NA,NA,NA,NA,negative,NA,negative,negative,negative
S08,7,2018-06-06,Sitabicha,2,Unfed,An. gambiae,23,6-2018,S08 00009,S08 H00009,NA,NA,NA,NA,NA,NA,negative,NA,negative,S08 A00009,NA,NA,NA,NA,NA,NA,negative,NA,negative,negative,negative
S08,7,2018-06-06,Sitabicha,2,Half Gravid,An. gambiae,23,6-2018,S08 00010,S08 H00010,NA,NA,NA,NA,NA,NA,negative,NA,negative,S08 A00010,NA,NA,NA,NA,NA,NA,negative,NA,negative,negative,negative
S06,14,2018-06-06,Sitabicha,1,Half Gravid,An. gambiae,23,6-2018,S06 00022,S06 H00022,NA,NA,34.353,34.191,2e-5,2.1e-5,positive,2.05e-5,negative,S06 A00022,NA,NA,NA,NA,NA,NA,negative,NA,negative,positive,negative
S09,6,2018-06-06,Sitabicha,1,Half Gravid,An. gambiae,23,6-2018,S09 00008,S09 H00008,NA,NA,NA,NA,NA,NA,negative,NA,negative,S09 A00008,NA,NA,NA,NA,NA,NA,negative,NA,negative,negative,negative
K07,13,2018-06-11,Kinesamo,4,Blood Fed,An. gambiae,24,6-2018,K07 00037,K07 H00037,NA,NA,NA,NA,NA,NA,negative,NA,negative,K07 A00037,NA,NA,NA,NA,NA,NA,negative,NA,negative,negative,negative
K07,13,2018-06-11,Kinesamo,4,Unfed,An. gambiae,24,6-2018,K07 00038,K07 H00038,NA,NA,NA,NA,NA,NA,negative,NA,negative,K07 A00038,NA,NA,NA,NA,NA,NA,negative,NA,negative,negative,negative
K07,13,2018-06-11,Kinesamo,4,Gravid,An. gambiae,24,6-2018,K07 00039,K07 H00039,NA,NA,NA,NA,NA,NA,negative,NA,negative,K07 A00039,NA,NA,NA,NA,NA,NA,negative,NA,negative,negative,negative
K07,13,2018-06-11,Kinesamo,4,Unfed,Un-identified,24,6-2018,K07 00040,K07 H00040,NA,NA,NA,NA,NA,NA,negative,NA,negative,K07 A00040,NA,NA,NA,NA,NA,NA,negative,NA,negative,negative,negative
K10,9,2018-06-11,Kinesamo,2,Unfed,An. gambiae,24,6-2018,K10 00017,K10 H00017,NA,NA,NA,NA,NA,NA,negative,NA,negative,K10 A00017,NA,NA,NA,NA,NA,NA,negative,NA,negative,negative,negative
K10,9,2018-06-11,Kinesamo,2,Blood Fed,An. gambiae,24,6-2018,K10 00018,K10 H00018,31.9,33.159,NA,NA,NA,NA,negative,NA,positive,K10 A00018,33.379,35.445,NA,NA,NA,NA,negative,NA,positive,negative,positive
K03,11,2018-06-11,Kinesamo,1,Unfed,An. gambiae,24,6-2018,K03 00021,K03 H00021,NA,NA,NA,NA,NA,NA,negative,NA,negative,K03 A00021,NA,NA,NA,NA,NA,NA,negative,NA,negative,negative,negative
K01,20,2018-06-11,Kinesamo,1,Blood Fed,An. gambiae,24,6-2018,K01 00066,K01 H00066,34.226,34.97,NA,NA,NA,NA,negative,NA,positive,K01 A00066,35.676,35.639,NA,NA,NA,NA,negative,NA,positive,negative,positive
K02,11,2018-06-11,Kinesamo,1,Unfed,An. gambiae,24,6-2018,K02 00014,K02 H00014,NA,NA,NA,NA,NA,NA,negative,NA,negative,K02 A00014,NA,NA,NA,NA,NA,NA,negative,NA,negative,negative,negative
K13,17,2018-06-11,Kinesamo,2,Half Gravid,An. gambiae,24,6-2018,K13 00030,K13 H00030,NA,NA,NA,NA,NA,NA,negative,NA,negative,K13 A00030,NA,NA,NA,NA,NA,NA,negative,NA,negative,negative,negative
K13,17,2018-06-11,Kinesamo,2,Half Gravid,An. gambiae,24,6-2018,K13 00031,K13 H00031,NA,NA,NA,NA,NA,NA,negative,NA,negative,K13 A00031,36.146,38.617,NA,NA,NA,NA,negative,NA,positive,negative,positive
K05,13,2018-06-11,Kinesamo,2,Blood Fed,An. gambiae,24,6-2018,K05 00036,K05 H00036,33.551,NA,NA,NA,NA,NA,negative,NA,positive,K05 A00036,34.702,34.714,NA,NA,NA,NA,negative,NA,positive,negative,positive
K05,13,2018-06-11,Kinesamo,2,Unfed,An. gambiae,24,6-2018,K05 00037,K05 H00037,NA,NA,NA,NA,NA,NA,negative,NA,negative,K05 A00037,NA,NA,NA,NA,NA,NA,negative,NA,negative,negative,negative
K09,11,2018-06-11,Kinesamo,3,Gravid,An. gambiae,24,6-2018,K09 00017,K09 H00017,NA,NA,NA,NA,NA,NA,negative,NA,negative,K09 A00017,NA,35.423,NA,NA,NA,NA,negative,NA,positive,negative,positive
K09,11,2018-06-11,Kinesamo,3,Unfed,An. gambiae,24,6-2018,K09 00018,K09 H00018,NA,NA,NA,NA,NA,NA,negative,NA,negative,K09 A00018,NA,NA,NA,NA,NA,NA,negative,NA,negative,negative,negative
K09,11,2018-06-11,Kinesamo,3,Unfed,An. gambiae,24,6-2018,K09 00019,K09 H00019,NA,NA,NA,NA,NA,NA,negative,NA,negative,K09 A00019,NA,NA,NA,NA,NA,NA,negative,NA,negative,negative,negative
K12,8,2018-06-11,Kinesamo,4,Half Gravid,An. gambiae,24,6-2018,K12 00024,K12 H00024,NA,NA,NA,NA,NA,NA,negative,NA,negative,K12 A00024,39.331,37.776,NA,NA,NA,NA,negative,NA,positive,negative,positive
